SIZE,COMPRESSED,RATIO,TIME
2790,1300,0.46594982078853,0.015384912490845
6190,1627,0.26284329563813,0.014963865280151
8170,1910,0.23378212974296,0.01446795463562
8175,1901,0.23253822629969,0.014501094818115
8180,1894,0.23154034229829,0.014678955078125
8185,1893,0.23127672571778,0.014333963394165
8190,1898,0.23174603174603,0.014569997787476
8195,1847,0.22538133007932,0.014913082122803
6900,1785,0.25869565217391,0.014945983886719
8250,1905,0.23090909090909,0.015169858932495
8205,1914,0.23327239488117,0.015388011932373
3900,1402,0.35948717948718,0.014801979064941
8215,1904,0.23177115033475,0.014991998672485
8220,1930,0.23479318734793,0.015206098556519
6350,1678,0.26425196850394,0.014765024185181
2495,1202,0.48176352705411,0.014773845672607
8235,1889,0.22938676381299,0.014787912368774
8240,1704,0.20679611650485,0.014625072479248
2805,1327,0.47308377896613,0.01596212387085
6985,1779,0.25468861846815,0.016031980514526
8300,1909,0.23,0.015017032623291
8255,1895,0.22955784373107,0.015333890914917
8260,1902,0.23026634382567,0.014534950256348
7930,1890,0.23833543505675,0.016002893447876
8270,1914,0.23143893591294,0.014967918395996
8275,1849,0.22344410876133,0.015510082244873
5500,1606,0.292,0.014769077301025
8285,1846,0.22281231140616,0.014684915542603
8290,1907,0.23003618817853,0.015027046203613
5755,1650,0.28670721112076,0.015262842178345
8300,1903,0.22927710843373,0.014945030212402
8350,1854,0.22203592814371,0.015321016311646
2400,1130,0.47083333333333,0.014595031738281
8310,1902,0.22888086642599,0.014791965484619
8315,1895,0.22790138304269,0.015538930892944
7475,1864,0.24936454849498,0.015156030654907
8325,1897,0.22786786786787,0.015637874603271
4605,1527,0.33159609120521,0.014937877655029
6900,1785,0.25869565217391,0.014957904815674
4200,1461,0.34785714285714,0.015168905258179
8345,1909,0.22875973636908,0.014985084533691
8350,1907,0.22838323353293,0.014989137649536
8400,1886,0.22452380952381,0.015058040618896
2910,1370,0.47079037800687,0.014626026153564
2210,1141,0.51628959276018,0.014384984970093
1250,742,0.5936,0.014536142349243
8370,1922,0.22962962962963,0.014340162277222
1800,903,0.50166666666667,0.014636039733887
8380,1899,0.22661097852029,0.014907121658325
8385,1923,0.22933810375671,0.014975070953369
8390,1898,0.22622169249106,0.014811038970947
4375,1502,0.34331428571429,0.016387224197388
6060,1688,0.27854785478548,0.01549506187439
8450,1921,0.22733727810651,0.014688014984131
8405,1926,0.2291493158834,0.014492034912109
8400,1887,0.22464285714286,0.016010046005249
8415,1892,0.22483660130719,0.015968799591064
5050,1574,0.31168316831683,0.014890909194946
8425,1916,0.22741839762611,0.014816045761108
5750,1641,0.28539130434783,0.015327215194702
2300,1134,0.49304347826087,0.014730930328369
190,202,1.0631578947368,0.015459060668945
1330,782,0.58796992481203,0.01503586769104
4250,1445,0.34,0.020610094070435
8500,1927,0.22670588235294,0.018285036087036
5250,1978,0.3767619047619,0.018825054168701
8460,1908,0.22553191489362,0.022167921066284
950,619,0.65157894736842,0.018501996994019
3242,1249,0.38525601480568,0.017985820770264
2050,1095,0.53414634146341,0.019021034240723
8480,1945,0.22936320754717,0.01787805557251
1120,699,0.62410714285714,0.017772912979126
4905,1537,0.31335372069317,0.018532037734985
8495,1864,0.21942319011183,0.01879096031189
8500,1887,0.222,0.019942045211792
8550,1937,0.22654970760234,0.018178224563599
8505,1913,0.2249265138154,0.01958703994751
4705,1531,0.32539851222104,0.018140077590942
8515,1915,0.22489724016442,0.018495798110962
115,151,1.3130434782609,0.018434047698975
8525,1906,0.22357771260997,0.018653154373169
8530,1890,0.22157092614302,0.019551038742065
8535,1912,0.22401874633861,0.019531965255737
8540,1917,0.22447306791569,0.020519971847534
8545,1870,0.21884142773552,0.018306970596313
8550,1909,0.22327485380117,0.018440961837769
8600,1920,0.22325581395349,0.020467042922974
3960,1460,0.36868686868687,0.018589973449707
250,248,0.992,0.020766973495483
4100,1440,0.35121951219512,0.016861915588379
1015,650,0.64039408866995,0.015066146850586
8575,1927,0.22472303206997,0.016716957092285
8580,1925,0.22435897435897,0.016857862472534
8585,1924,0.224111822947,0.015430927276611
3650,1428,0.39123287671233,0.016420841217041
8595,1918,0.22315299592787,0.01652717590332
8600,1919,0.22313953488372,0.015720129013062
8650,1920,0.22196531791908,0.01706600189209
8605,1906,0.22149912841371,0.016606092453003
6900,1785,0.25869565217391,0.015147924423218
8300,1910,0.23012048192771,0.016139984130859
6735,1747,0.25939123979213,0.016901016235352
8200,1889,0.23036585365854,0.015362977981567
7315,1825,0.24948735475051,0.016279935836792
8170,1910,0.23378212974296,0.016363859176636
980,634,0.6469387755102,0.01495099067688
2075,1092,0.52626506024096,0.016478061676025
8650,1894,0.21895953757225,0.01650595664978
8700,1925,0.22126436781609,0.01653790473938
230,236,1.0260869565217,0.018780946731567
2650,1150,0.43396226415094,0.017323017120361
4550,1497,0.32901098901099,0.014832019805908
8670,1874,0.2161476355248,0.016609907150269
6650,1727,0.2596992481203,0.016490936279297
8680,1930,0.22235023041475,0.01508903503418
8685,1929,0.22210708117444,0.015854835510254
235,240,1.0212765957447,0.0171799659729
2300,1134,0.49304347826087,0.017428874969482
2700,1270,0.47037037037037,0.018187999725342
8750,2539,0.29017142857143,0.016781091690063
1795,1015,0.56545961002786,0.0152268409729
5730,1611,0.28115183246073,0.016563892364502
8050,1893,0.23515527950311,0.014961957931519
8720,1939,0.2223623853211,0.017237901687622
8725,1933,0.22154727793696,0.016713857650757
7460,1828,0.24504021447721,0.014944076538086
8735,1920,0.21980538065255,0.016693115234375
3390,1418,0.41828908554572,0.015841007232666
8745,1927,0.22035448827902,0.01501989364624
8750,1883,0.2152,0.015994071960449
8800,1921,0.21829545454545,0.01647686958313
8755,1932,0.22067390062821,0.01501202583313
2750,1300,0.47272727272727,0.017919063568115
8765,1932,0.22042213348545,0.016419887542725
8770,1921,0.21904218928164,0.014319896697998
8775,1945,0.22165242165242,0.016794919967651
8780,1951,0.22220956719818,0.01443886756897
8785,1938,0.22060330108139,0.014797925949097
8790,1933,0.21990898748578,0.015923976898193
4000,1463,0.36575,0.016026973724365
3242,1249,0.38525601480568,0.014265060424805
8850,1941,0.21932203389831,0.015985012054443
4255,1487,0.34947121034078,0.016129970550537
8810,1935,0.21963677639047,0.016235113143921
8815,2232,0.25320476460579,0.017579793930054
8820,1957,0.2218820861678,0.015767097473145
8825,1933,0.21903682719547,0.014816045761108
8830,1926,0.21812004530011,0.015627145767212
1000,648,0.648,0.016621112823486
3350,1417,0.42298507462687,0.014512062072754
2880,1333,0.46284722222222,0.01626992225647
8850,1887,0.21322033898305,0.016999006271362
8900,1941,0.21808988764045,0.015568971633911
8855,1944,0.21953698475438,0.015932083129883
8860,1957,0.22088036117381,0.017197847366333
1800,903,0.50166666666667,0.014374017715454
8870,2227,0.2510710259301,0.017598867416382
8875,1916,0.21588732394366,0.017944812774658
1110,700,0.63063063063063,0.016377925872803
8885,1934,0.21767023072594,0.016777038574219
2650,1150,0.43396226415094,0.014129877090454
8895,1974,0.22192242833052,0.01496410369873
2710,1288,0.47527675276753,0.016547918319702
8950,1936,0.21631284916201,0.015115022659302
8905,1914,0.21493542953397,0.015781164169312
7900,1897,0.24012658227848,0.016280174255371
8915,1946,0.21828379136287,0.014567136764526
6530,1727,0.26447166921899,0.017153978347778
8925,1930,0.21624649859944,0.015509843826294
8930,1945,0.21780515117581,0.015732049942017
8935,2654,0.2970341354225,0.017472982406616
8940,1919,0.21465324384787,0.016762018203735
8945,1937,0.21654555617663,0.014234066009521
6580,1734,0.26352583586626,0.015440940856934
9000,1949,0.21655555555556,0.016289949417114
8955,1900,0.21217197096594,0.01506495475769
2145,1136,0.52960372960373,0.01684308052063
4255,1487,0.34947121034078,0.016848087310791
1715,989,0.57667638483965,0.015896081924438
4240,1502,0.35424528301887,0.017644882202148
8980,1893,0.21080178173719,0.015637874603271
2570,1244,0.484046692607,0.015705108642578
8990,1951,0.21701890989989,0.015869140625
8995,1930,0.21456364647026,0.01845383644104
9000,1964,0.21822222222222,0.016535043716431
9050,1946,0.21502762430939,0.015181064605713
7760,1853,0.23878865979381,0.015155792236328
6725,2126,0.31613382899628,0.015771150588989
2565,1200,0.46783625730994,0.015522003173828
4150,1474,0.35518072289157,0.016139030456543
9025,2221,0.24609418282548,0.015913963317871
4300,1490,0.34651162790698,0.017491102218628
3350,1417,0.42298507462687,0.016144037246704
1645,949,0.57689969604863,0.014786958694458
9045,1948,0.21536760641238,0.015826940536499
9050,1936,0.2139226519337,0.016936063766479
9100,1924,0.21142857142857,0.014585971832275
9055,1961,0.21656543346218,0.016252994537354
9060,1953,0.21556291390728,0.018091917037964
6750,1731,0.25644444444444,0.016968965530396
9070,1971,0.21730981256891,0.016018867492676
9075,1938,0.21355371900826,0.016759157180786
6605,1747,0.26449659348978,0.015160083770752
7400,1838,0.24837837837838,0.017298936843872
4550,1497,0.32901098901099,0.015352964401245
9095,1931,0.21231445849368,0.016304016113281
6985,1779,0.25468861846815,0.016934871673584
9150,1954,0.21355191256831,0.015846014022827
1710,982,0.57426900584795,0.016551971435547
2650,1150,0.43396226415094,0.016710996627808
9115,1958,0.2148107515085,0.016386985778809
9120,1946,0.21337719298246,0.018379926681519
5150,1579,0.30660194174757,0.016487121582031
8235,1889,0.22938676381299,0.015496015548706
1345,789,0.58661710037175,0.016418933868408
9140,1956,0.21400437636761,0.017344951629639
9145,1951,0.21334062329142,0.015861988067627
9150,1957,0.21387978142077,0.016288995742798
9200,1944,0.21130434782609,0.017643928527832
9155,1938,0.21168760240306,0.016669988632202
1800,1009,0.56055555555556,0.017327070236206
9165,1956,0.21342062193126,0.015160083770752
3600,1422,0.395,0.015916109085083
9175,1940,0.21144414168937,0.016386032104492
9180,1965,0.2140522875817,0.014691114425659
9185,1949,0.21219379422972,0.015923023223877
1700,981,0.57705882352941,0.016597032546997
9195,1931,0.2100054377379,0.014959096908569
4295,1488,0.34644935972061,0.01618504524231
9250,1960,0.21189189189189,0.016393899917603
7524,7323,0.97328548644338,0.016016960144043
9210,1909,0.20727470141151,0.019767045974731
9215,1951,0.21172002170374,0.016376972198486
9220,1933,0.20965292841649,0.014516115188599
8725,1933,0.22154727793696,0.016113996505737
7900,1877,0.23759493670886,0.016452074050903
6275,1715,0.27330677290837,0.015701055526733
9240,1981,0.21439393939394,0.017032146453857
9245,1909,0.20648999459167,0.017275094985962
5950,1683,0.28285714285714,0.014703035354614
9300,1955,0.21021505376344,0.016365051269531
4300,1490,0.34651162790698,0.016966104507446
4350,1467,0.33724137931034,0.015537977218628
7524,7323,0.97328548644338,0.016040086746216
9270,1981,0.21370010787487,0.017117023468018
9275,1892,0.20398921832884,0.015289068222046
1900,1055,0.55526315789474,0.016266822814941
3300,1389,0.42090909090909,0.017585039138794
7400,1838,0.24837837837838,0.015130996704102
9295,1956,0.21043571812803,0.016826868057251
50,90,1.8,0.017366886138916
9350,1925,0.20588235294118,0.016858100891113
9305,1962,0.21085437936593,0.018302917480469
9310,2236,0.24017185821697,0.016788005828857
3495,1420,0.40629470672389,0.015629053115845
9320,1966,0.21094420600858,0.016974210739136
5100,1571,0.30803921568627,0.015426874160767
9330,1971,0.2112540192926,0.016400098800659
5925,1667,0.28135021097046,0.016515970230103
1810,1035,0.57182320441989,0.014477968215942
9345,1991,0.21305510968432,0.015812873840332
3350,1417,0.42298507462687,0.016244888305664
9400,1943,0.20670212765957,0.016237020492554
3242,1249,0.38525601480568,0.017598867416382
400,325,0.8125,0.016563177108765
9365,1974,0.21078483715964,0.015599012374878
2350,1101,0.46851063829787,0.015832901000977
7600,1867,0.24565789473684,0.016074180603027
3250,1400,0.43076923076923,0.01453709602356
9385,1913,0.20383590836441,0.016390085220337
4600,1469,0.31934782608696,0.016026973724365
200,212,1.06,0.014489889144897
9400,1942,0.20659574468085,0.017162084579468
9450,2739,0.28984126984127,0.014759063720703
9405,1966,0.20903774587985,0.015213966369629
2350,1101,0.46851063829787,0.01771092414856
9415,1973,0.20955921402018,0.019546031951904
2650,1150,0.43396226415094,0.014487028121948
250,248,0.992,0.015212059020996
9430,1922,0.20381760339343,0.017225980758667
9435,1982,0.21006889242183,0.014874935150146
9440,1972,0.20889830508475,0.014914035797119
5440,1625,0.29871323529412,0.014936923980713
9450,1974,0.20888888888889,0.016690969467163
9500,1951,0.20536842105263,0.015303134918213
1275,776,0.60862745098039,0.018332004547119
9460,1922,0.20317124735729,0.015427112579346
9465,1975,0.20866349709456,0.014516115188599
9470,1950,0.20591341077086,0.017462968826294
5500,1606,0.292,0.016252994537354
9480,1975,0.20833333333333,0.016340970993042
9485,1922,0.20263574064312,0.015914916992188
9490,1990,0.20969441517387,0.016777038574219
1835,1031,0.56185286103542,0.016500949859619
5075,1575,0.31034482758621,0.015315055847168
9550,1980,0.20732984293194,0.014394998550415
6550,1684,0.25709923664122,0.015803098678589
9510,1980,0.20820189274448,0.017773151397705
9515,1970,0.20704151339989,0.016659021377563
7150,1805,0.25244755244755,0.016108989715576
515,391,0.75922330097087,0.016144990921021
9530,1949,0.20451206715635,0.019498825073242
2880,1333,0.46284722222222,0.015486001968384
9540,1981,0.20765199161426,0.016140937805176
9545,1987,0.20817181770561,0.015480041503906
9550,1977,0.20701570680628,0.017737865447998
9600,1993,0.20760416666667,0.016396045684814
9555,1975,0.20669806384092,0.016057968139648
9560,1947,0.20366108786611,0.015195846557617
9565,1985,0.20752744380554,0.016724824905396
9570,1966,0.20543364681296,0.01620888710022
6750,1731,0.25644444444444,0.016121864318848
9200,1945,0.21141304347826,0.014654159545898
4850,1371,0.28268041237113,0.015875816345215
2950,1363,0.46203389830508,0.015559911727905
9595,2003,0.20875455966649,0.015861988067627
9500,1952,0.20547368421053,0.015974044799805
9650,1956,0.20269430051813,0.018512964248657
2225,1141,0.51280898876404,0.016113042831421
9610,1990,0.20707596253902,0.018708944320679
9615,1979,0.20582423296932,0.016767978668213
9620,1981,0.20592515592516,0.015182018280029
9625,1977,0.2054025974026,0.016585111618042
1700,981,0.57705882352941,0.014678955078125
9635,1981,0.20560456668396,0.01610803604126
9640,1973,0.20466804979253,0.016799926757812
9645,1964,0.20362882322447,0.014580965042114
9650,2284,0.23668393782383,0.016349077224731
9700,1989,0.20505154639175,0.016741991043091
9655,1982,0.20528223718281,0.014452934265137
3630,1445,0.39807162534435,0.015875816345215
135,163,1.2074074074074,0.016326904296875
9670,1986,0.20537745604964,0.014403820037842
9675,1995,0.2062015503876,0.016946077346802
9680,2002,0.20681818181818,0.01630711555481
2650,1267,0.47811320754717,0.014678001403809
6550,1684,0.25709923664122,0.017936944961548
9695,2267,0.23383187209902,0.014920949935913
9700,1984,0.20453608247423,0.016940116882324
9750,1982,0.20328205128205,0.01711106300354
5750,1641,0.28539130434783,0.015146017074585
7150,1805,0.25244755244755,0.014316082000732
1150,705,0.61304347826087,0.016140937805176
4045,1470,0.36341161928307,0.0157790184021
50,90,1.8,0.014551877975464
9730,1964,0.20184994861254,0.015720129013062
9735,1999,0.20534155110426,0.016170024871826
8285,1846,0.22281231140616,0.014239072799683
9745,1983,0.2034889687019,0.015713930130005
9750,2270,0.23282051282051,0.016849040985107
9800,1996,0.20367346938776,0.014568090438843
5580,1621,0.2905017921147,0.016392946243286
9760,2000,0.20491803278689,0.016474008560181
8000,1905,0.238125,0.014695167541504
9770,1987,0.20337768679632,0.015698909759521
9775,1931,0.19754475703325,0.015785932540894
9780,1992,0.20368098159509,0.014500856399536
9785,2008,0.2052120592744,0.017015933990479
9790,1970,0.20122574055158,0.017249822616577
9795,1995,0.20367534456355,0.016731977462769
2650,1150,0.43396226415094,0.015994071960449
9850,2008,0.2038578680203,0.015894889831543
2820,1328,0.4709219858156,0.014975070953369
3750,1395,0.372,0.017302989959717
9815,1986,0.20234335201223,0.015770196914673
9820,1960,0.19959266802444,0.019361019134521
9825,1960,0.19949109414758,0.015690088272095
2500,1201,0.4804,0.014312028884888
5940,2051,0.3452861952862,0.015826940536499
9250,1961,0.212,0.016020059585571
9845,1985,0.20162519045201,0.014519214630127
9850,1989,0.20192893401015,0.016206979751587
9900,2006,0.20262626262626,0.0157310962677
9855,1963,0.19918822932522,0.015220880508423
9860,1997,0.2025354969574,0.016729831695557
2500,1201,0.4804,0.014203071594238
9870,1988,0.20141843971631,0.014463901519775
6450,1709,0.26496124031008,0.016268968582153
9880,1981,0.20050607287449,0.017892122268677
150,173,1.1533333333333,0.015765905380249
2790,1300,0.46594982078853,0.017408847808838
9895,1996,0.20171803941385,0.015810012817383
9900,1999,0.20191919191919,0.015094995498657
9950,1995,0.20050251256281,0.01711106300354
8770,1921,0.21904218928164,0.014584064483643
6720,1755,0.26116071428571,0.01637077331543
4400,1508,0.34272727272727,0.016100883483887
915,593,0.64808743169399,0.014449834823608
8050,1892,0.23503105590062,0.015629053115845
9785,2008,0.2052120592744,0.016772031784058
450,354,0.78666666666667,0.014308929443359
1655,945,0.57099697885196,0.016204118728638
2400,1169,0.48708333333333,0.016110181808472
160,179,1.11875,0.015244007110596
10000,2002,0.2002,0.018112897872925
2700,1270,0.47037037037037,0.015919923782349
9960,1987,0.19949799196787,0.01469087600708
6100,1690,0.27704918032787,0.018709897994995
7700,1903,0.24714285714286,0.019415855407715
3250,1400,0.43076923076923,0.01517915725708
5625,1649,0.29315555555556,0.019881963729858
9985,1998,0.20010015022534,0.015960931777954
6450,1709,0.26496124031008,0.015484809875488
9995,2004,0.20050025012506,0.017128944396973
10000,2020,0.202,0.01518702507019
10050,2786,0.27721393034826,0.015753030776978
10005,2004,0.20029985007496,0.017486095428467
10010,2002,0.2,0.015404939651489
425,339,0.79764705882353,0.017132043838501
10020,2004,0.2,0.016579866409302
1610,924,0.57391304347826,0.014481067657471
10030,2002,0.19960119641077,0.016463041305542
4115,1474,0.35820170109356,0.016938209533691
10040,2015,0.20069721115538,0.014494180679321
10045,2003,0.19940268790443,0.016296148300171
8050,1892,0.23503105590062,0.016443967819214
10100,1983,0.19633663366337,0.01417088508606
4295,1488,0.34644935972061,0.015784025192261
595,419,0.70420168067227,0.017200946807861
10065,1981,0.19682066567312,0.016950845718384
4295,1488,0.34644935972061,0.016657829284668
10075,1989,0.19741935483871,0.017251014709473
10080,1999,0.19831349206349,0.014630079269409
10085,1995,0.19781854238969,0.015919923782349
4600,1469,0.31934782608696,0.016255140304565
3300,1389,0.42090909090909,0.016453981399536
7250,1802,0.24855172413793,0.016953945159912
10150,2021,0.19911330049261,0.016592979431152
3505,1391,0.39686162624822,0.01465892791748
9515,1970,0.20704151339989,0.016387939453125
10115,2813,0.27810182896688,0.016239166259766
8100,1893,0.2337037037037,0.015352964401245
7650,1818,0.23764705882353,0.016417026519775
10130,2022,0.19960513326752,0.016571044921875
10000,2003,0.2003,0.014394998550415
1230,753,0.61219512195122,0.017460823059082
10145,1981,0.19526860522425,0.014158010482788
10150,2001,0.19714285714286,0.014468908309937
10200,2028,0.19882352941176,0.01694393157959
9640,1973,0.20466804979253,0.015375137329102
10160,1987,0.19557086614173,0.01465916633606
10165,1947,0.19153959665519,0.016701936721802
10170,2835,0.2787610619469,0.016016006469727
10175,2020,0.1985257985258,0.014397859573364
5600,1635,0.29196428571429,0.015666007995605
8700,1926,0.22137931034483,0.017306089401245
10190,1981,0.19440628066732,0.015271186828613
2350,1101,0.46851063829787,0.016572952270508
10200,2007,0.19676470588235,0.017343997955322
10250,2018,0.19687804878049,0.015344142913818
8100,1893,0.2337037037037,0.016180992126465
10210,1977,0.19363369245837,0.016810178756714
10215,2010,0.19676945668135,0.017538070678711
10220,2016,0.1972602739726,0.015801906585693
6400,1709,0.26703125,0.016848802566528
10230,2813,0.27497556207234,0.018603086471558
7300,1824,0.24986301369863,0.015592813491821
10240,2016,0.196875,0.016896963119507
10245,2012,0.19638848218643,0.016715049743652
10250,2813,0.27443902439024,0.020355224609375
10300,2027,0.19679611650485,0.015292882919312
10255,1999,0.19492930277913,0.015013933181763
10260,2011,0.19600389863548,0.016030073165894
10265,2007,0.19551875304433,0.015575170516968
8725,1933,0.22154727793696,0.016324996948242
7500,1828,0.24373333333333,0.015712022781372
5795,1663,0.2869715271786,0.014317989349365
10285,2284,0.22207097715119,0.016405820846558
10290,2018,0.19611273080661,0.016198873519897
10295,2001,0.1943661971831,0.015158176422119
10300,1995,0.19368932038835,0.01714301109314
10350,2012,0.1943961352657,0.018563985824585
4865,1548,0.31819116135663,0.014898061752319
10310,2010,0.19495635305529,0.020139932632446
10315,1982,0.19214735821619,0.015856981277466
10320,2012,0.19496124031008,0.015192985534668
9800,1997,0.20377551020408,0.016755104064941
10330,1994,0.19303000968054,0.017066955566406
8150,1908,0.23411042944785,0.016487121582031
1770,1557,0.87966101694915,0.016424179077148
1250,742,0.5936,0.014845848083496
1650,950,0.57575757575758,0.015975952148438
10400,1989,0.19125,0.016587018966675
8100,1893,0.2337037037037,0.014883995056152
1975,1055,0.53417721518987,0.018854141235352
8095,1904,0.23520691785053,0.016840934753418
7845,1873,0.23875079668579,0.014724016189575
4550,1497,0.32901098901099,0.015882968902588
8810,1935,0.21963677639047,0.016824960708618
1100,699,0.63545454545455,0.015198945999146
10390,1996,0.19210779595765,0.016044855117798
10395,2003,0.19268879268879,0.017408132553101
4140,1485,0.35869565217391,0.01625394821167
10450,1966,0.18813397129187,0.016496181488037
500,380,0.76,0.015895128250122
10410,2018,0.19385206532181,0.015181064605713
2140,1127,0.52663551401869,0.016710042953491
10420,2028,0.19462571976967,0.016907930374146
8720,1939,0.2223623853211,0.020139932632446
10430,2020,0.19367209971237,0.016555786132812
7524,7323,0.97328548644338,0.014981985092163
3250,1400,0.43076923076923,0.01621413230896
10445,1977,0.18927716610819,0.01665997505188
10450,2015,0.19282296650718,0.015484094619751
2650,1149,0.43358490566038,0.018656015396118
6450,1670,0.25891472868217,0.01670503616333
1300,783,0.60230769230769,0.015773057937622
10465,1977,0.18891543239369,0.016930103302002
10470,2017,0.19264565425024,0.015904903411865
10475,2014,0.19226730310263,0.014381170272827
10480,2015,0.19227099236641,0.016193151473999
3660,1456,0.39781420765027,0.018543004989624
4600,1469,0.31934782608696,0.015549898147583
10495,2032,0.19361600762268,0.016918897628784
2750,1300,0.47272727272727,0.015521049499512
10550,2040,0.19336492890995,0.016536951065063
10505,2004,0.19076630176107,0.016587972640991
10510,2044,0.19448144624167,0.015500068664551
6835,1748,0.25574250182882,0.017494916915894
580,413,0.71206896551724,0.016625881195068
2810,1327,0.47224199288256,0.014542818069458
10530,1973,0.18736942070275,0.016012907028198
9815,1986,0.20234335201223,0.015990018844604
10540,2004,0.19013282732448,0.016617059707642
10545,2030,0.19250829777146,0.016596078872681
2650,1267,0.47811320754717,0.016040086746216
10600,2007,0.18933962264151,0.01476788520813
4250,1445,0.34,0.015788078308105
10560,2018,0.19109848484848,0.015787839889526
50,90,1.8,0.014156103134155
10570,2303,0.21788079470199,0.016423940658569
8285,1846,0.22281231140616,0.015696048736572
2395,1165,0.48643006263048,0.014003038406372
10585,2000,0.18894662257912,0.018023014068604
9650,1957,0.20279792746114,0.015017032623291
10595,2007,0.18942897593204,0.014797925949097
10600,2023,0.19084905660377,0.015826940536499
10650,2032,0.19079812206573,0.018273115158081
8380,1899,0.22661097852029,0.014503002166748
10610,2044,0.19264844486334,0.01735520362854
8540,1917,0.22447306791569,0.015667915344238
10620,2027,0.19086629001883,0.015014171600342
10625,2050,0.19294117647059,0.017611026763916
10630,2300,0.21636876763876,0.015154838562012
3710,1436,0.38706199460916,0.015821933746338
10640,2029,0.1906954887218,0.016925096511841
7524,7322,0.97315257841574,0.016102075576782
10650,2005,0.18826291079812,0.01814603805542
10700,2032,0.18990654205607,0.014408826828003
7950,1902,0.23924528301887,0.014811992645264
5950,1683,0.28285714285714,0.015217781066895
100,138,1.38,0.021472930908203
10670,2001,0.1875351452671,0.017888069152832
5950,1683,0.28285714285714,0.015277147293091
10680,2006,0.18782771535581,0.014906883239746
9950,1996,0.20060301507538,0.016891002655029
10690,2037,0.19055191768007,0.01491904258728
10695,2026,0.18943431510051,0.016084909439087
5800,1653,0.285,0.016738891601562
10750,2033,0.18911627906977,0.017642021179199
2640,1182,0.44772727272727,0.016968965530396
6900,1759,0.25492753623188,0.014708042144775
10190,1981,0.19440628066732,0.01567006111145
1065,689,0.64694835680751,0.018048048019409
10725,2025,0.18881118881119,0.014198064804077
10730,2001,0.18648648648649,0.015701055526733
6900,1785,0.25869565217391,0.016616106033325
7100,1792,0.25239436619718,0.014394998550415
6140,1686,0.27459283387622,0.016939163208008
10750,2004,0.18641860465116,0.015944957733154
10800,2040,0.18888888888889,0.015069961547852
6650,1741,0.2618045112782,0.016408920288086
10760,2036,0.18921933085502,0.018595933914185
6800,1764,0.25941176470588,0.016236066818237
10770,2058,0.19108635097493,0.015703916549683
10775,2364,0.21939675174014,0.016119003295898
10780,2039,0.189146567718,0.015933036804199
3090,1380,0.44660194174757,0.017523050308228
10790,2008,0.18609823911029,0.015378952026367
2670,1271,0.47602996254682,0.01414680480957
10800,2021,0.18712962962963,0.01802396774292
10850,2037,0.18774193548387,0.016545057296753
10805,2048,0.18954187875983,0.014426231384277
10255,1999,0.19492930277913,0.015955924987793
10815,2029,0.18760980120203,0.017704963684082
10820,2032,0.18780036968577,0.015990018844604
4240,1502,0.35424528301887,0.016546010971069
400,337,0.8425,0.016475915908813
10835,2035,0.18781725888325,0.016741037368774
10840,2020,0.18634686346863,0.017328023910522
7150,1805,0.25244755244755,0.01423716545105
10850,2053,0.18921658986175,0.016103029251099
10900,2030,0.18623853211009,0.01640796661377
10855,3010,0.27729157070474,0.014914035797119
7524,7322,0.97315257841574,0.016091108322144
10865,2053,0.18895536125173,0.017989873886108
10870,2025,0.18629254829807,0.015285015106201
10875,2024,0.18611494252874,0.015920162200928
10880,2041,0.18759191176471,0.017542123794556
1715,989,0.57667638483965,0.016670942306519
10890,2053,0.18852157943067,0.01683497428894
10895,2038,0.18705828361634,0.015254974365234
4050,1454,0.35901234567901,0.015333890914917
10950,2016,0.1841095890411,0.017066955566406
5500,1606,0.292,0.019634962081909
10910,2046,0.18753437213566,0.016985177993774
10915,2067,0.18937242327073,0.015873193740845
6500,1718,0.26430769230769,0.016896963119507
10925,2053,0.1879176201373,0.020177125930786
10930,2045,0.18709972552608,0.014163970947266
10200,2029,0.19892156862745,0.01692008972168
8550,1909,0.22327485380117,0.015813112258911
10945,2049,0.18720877112837,0.017149925231934
5385,1598,0.29675023212628,0.017565965652466
3543,1658,0.46796500141123,0.014477968215942
7350,1815,0.2469387755102,0.014611005783081
10960,2049,0.18695255474453,0.015604019165039
10965,2048,0.18677610579115,0.015723943710327
10970,2054,0.18723792160438,0.016669034957886
8100,1893,0.2337037037037,0.017565965652466
10980,2053,0.18697632058288,0.017425060272217
1050,673,0.64095238095238,0.014773845672607
10990,2440,0.22202001819836,0.016415119171143
10995,1843,0.16762164620282,0.014263153076172
11000,2052,0.18654545454545,0.018887996673584
11050,2053,0.18579185520362,0.016503095626831
11005,2051,0.18636983189459,0.015621900558472
5800,1653,0.285,0.017915964126587
11015,2028,0.18411257376305,0.015122175216675
1450,838,0.57793103448276,0.015331029891968
11025,2083,0.18893424036281,0.01666784286499
4235,1497,0.35348288075561,0.016772985458374
10130,2022,0.19960513326752,0.01496410369873
135,163,1.2074074074074,0.018203973770142
3505,1391,0.39686162624822,0.015444040298462
8250,1906,0.2310303030303,0.014528036117554
11100,2057,0.18531531531532,0.016248941421509
9400,1944,0.2068085106383,0.017169952392578
845,562,0.66508875739645,0.014975070953369
11065,2049,0.18517849073656,0.017186880111694
11070,2059,0.18599819331527,0.017906188964844
5290,1566,0.29603024574669,0.016595125198364
11080,2053,0.18528880866426,0.016927003860474
11085,2061,0.18592692828146,0.016858816146851
5995,1681,0.28040033361134,0.01529598236084
